,Date,Daily_kWh,Diff_1
0,2007-01-01,45.81673333333333,
1,2007-01-02,21.153933333333335,-24.662799999999997
2,2007-01-03,16.9009,-4.2530333333333346
3,2007-01-04,54.32353333333333,37.42263333333333
4,2007-01-05,45.22273333333333,-9.1008
5,2007-01-06,25.139633333333332,-20.083099999999998
6,2007-01-07,40.79366666666667,15.654033333333334
7,2007-01-08,37.356,-3.437666666666665
8,2007-01-09,31.1509,-6.205100000000002
9,2007-01-10,35.913333333333334,4.762433333333334
10,2007-01-11,37.58656666666666,1.6732333333333287
11,2007-01-12,24.354933333333335,-13.231633333333328
12,2007-01-13,53.113566666666664,28.75863333333333
13,2007-01-14,50.130266666666664,-2.9833
14,2007-01-15,35.811299999999996,-14.318966666666668
15,2007-01-16,28.106733333333334,-7.704566666666661
16,2007-01-17,47.46146666666667,19.354733333333332
17,2007-01-18,30.3577,-17.103766666666665
18,2007-01-19,24.674,-5.683700000000002
19,2007-01-20,52.22886666666667,27.55486666666667
20,2007-01-21,56.7877,4.558833333333332
21,2007-01-22,36.34156666666667,-20.44613333333333
22,2007-01-23,29.627333333333336,-6.714233333333336
23,2007-01-24,49.79756666666666,20.170233333333325
24,2007-01-25,26.605733333333333,-23.191833333333328
25,2007-01-26,26.9662,0.3604666666666674
26,2007-01-27,34.06786666666667,7.101666666666667
27,2007-01-28,51.503400000000006,17.43553333333334
28,2007-01-29,33.0444,-18.459000000000003
29,2007-01-30,28.4633,-4.581100000000003
30,2007-01-31,39.39586666666666,10.932566666666663
31,2007-02-01,30.412666666666667,-8.983199999999997
32,2007-02-02,27.7956,-2.617066666666666
33,2007-02-03,67.16203333333334,39.36643333333334
34,2007-02-04,59.93233333333333,-7.229700000000008
35,2007-02-05,27.421333333333333,-32.510999999999996
36,2007-02-06,21.224666666666668,-6.196666666666665
37,2007-02-07,38.8003,17.575633333333332
38,2007-02-08,30.023566666666667,-8.776733333333333
39,2007-02-09,27.003300000000003,-3.0202666666666644
40,2007-02-10,47.15546666666667,20.152166666666666
41,2007-02-11,59.52046666666667,12.365000000000002
42,2007-02-12,31.293499999999998,-28.226966666666673
43,2007-02-13,23.575766666666667,-7.717733333333332
44,2007-02-14,41.644533333333335,18.06876666666667
45,2007-02-15,33.0891,-8.555433333333333
46,2007-02-16,28.375466666666668,-4.713633333333334
47,2007-02-17,34.615199999999994,6.2397333333333265
48,2007-02-18,63.82936666666667,29.214166666666678
49,2007-02-19,36.44356666666667,-27.385800000000003
50,2007-02-20,52.498799999999996,16.055233333333327
51,2007-02-21,34.5479,-17.950899999999997
52,2007-02-22,56.15796666666667,21.61006666666667
53,2007-02-23,21.891333333333332,-34.26663333333333
54,2007-02-24,11.915366666666667,-9.975966666666665
55,2007-02-25,8.362333333333334,-3.5530333333333335
56,2007-02-26,9.474733333333335,1.112400000000001
57,2007-02-27,8.6352,-0.8395333333333355
58,2007-02-28,8.679566666666666,0.04436666666666689
59,2007-03-01,8.626066666666667,-0.05349999999999966
60,2007-03-02,8.5948,-0.03126666666666722
61,2007-03-03,13.652033333333332,5.057233333333333
62,2007-03-04,34.845,21.192966666666667
63,2007-03-05,44.33886666666667,9.49386666666667
64,2007-03-06,20.775,-23.56386666666667
65,2007-03-07,39.58676666666667,18.81176666666667
66,2007-03-08,26.2022,-13.384566666666668
67,2007-03-09,21.2102,-4.992000000000001
68,2007-03-10,41.41186666666667,20.201666666666668
69,2007-03-11,58.0106,16.59873333333333
70,2007-03-12,32.51113333333333,-25.499466666666663
71,2007-03-13,21.5024,-11.008733333333332
72,2007-03-14,29.889400000000002,8.387
73,2007-03-15,31.413566666666668,1.524166666666666
74,2007-03-16,28.36756666666667,-3.0459999999999994
75,2007-03-17,33.8015,5.433933333333329
76,2007-03-18,39.51743333333333,5.715933333333332
77,2007-03-19,35.8753,-3.6421333333333266
78,2007-03-20,34.77046666666667,-1.1048333333333318
79,2007-03-21,35.70153333333334,0.9310666666666663
80,2007-03-22,24.249633333333335,-11.451900000000002
81,2007-03-23,21.8168,-2.4328333333333347
82,2007-03-24,49.47383333333333,27.65703333333333
83,2007-03-25,55.602066666666666,6.128233333333334
84,2007-03-26,23.601366666666667,-32.000699999999995
85,2007-03-27,18.419,-5.182366666666667
86,2007-03-28,38.8983,20.4793
87,2007-03-29,26.506766666666667,-12.391533333333332
88,2007-03-30,23.373233333333335,-3.1335333333333324
89,2007-03-31,58.49183333333334,35.1186
90,2007-04-01,46.43253333333333,-12.059300000000007
91,2007-04-02,32.679633333333335,-13.752899999999997
92,2007-04-03,27.380333333333333,-5.299300000000002
93,2007-04-04,34.1978,6.817466666666668
94,2007-04-05,30.73463333333333,-3.4631666666666696
95,2007-04-06,26.68566666666667,-4.0489666666666615
96,2007-04-07,25.898733333333332,-0.7869333333333373
97,2007-04-08,26.8136,0.9148666666666685
98,2007-04-09,16.682,-10.131600000000002
99,2007-04-10,12.956066666666667,-3.725933333333332
100,2007-04-11,14.791366666666667,1.8353000000000002
101,2007-04-12,8.961766666666668,-5.829599999999999
102,2007-04-13,9.1837,0.22193333333333243
103,2007-04-14,9.2378,0.05410000000000004
104,2007-04-15,12.102733333333333,2.864933333333333
105,2007-04-16,15.873166666666666,3.770433333333333
106,2007-04-17,20.395566666666664,4.5223999999999975
107,2007-04-18,16.637433333333334,-3.7581333333333298
108,2007-04-19,17.144299999999998,0.5068666666666637
109,2007-04-20,13.709666666666667,-3.4346333333333305
110,2007-04-21,27.894266666666667,14.1846
111,2007-04-22,37.228566666666666,9.334299999999999
112,2007-04-23,17.5761,-19.652466666666665
113,2007-04-24,17.201666666666664,-0.37443333333333584
114,2007-04-25,21.069366666666667,3.867700000000003
115,2007-04-26,21.257766666666665,0.1883999999999979
116,2007-04-27,18.23886666666667,-3.018899999999995
117,2007-04-28,0.3789666666666667,-17.859900000000003
118,2007-04-29,0.0,-0.3789666666666667
119,2007-04-30,7.0137,7.0137
120,2007-05-01,27.730966666666667,20.717266666666667
121,2007-05-02,16.724766666666667,-11.0062
122,2007-05-03,18.170633333333335,1.4458666666666673
123,2007-05-04,16.635466666666666,-1.5351666666666688
124,2007-05-05,26.050866666666664,9.415399999999998
125,2007-05-06,35.035066666666665,8.984200000000001
126,2007-05-07,27.3944,-7.6406666666666645
127,2007-05-08,29.82153333333333,2.4271333333333303
128,2007-05-09,27.76226666666667,-2.0592666666666624
129,2007-05-10,11.798066666666667,-15.964200000000002
130,2007-05-11,16.319233333333333,4.521166666666666
131,2007-05-12,24.0261,7.7068666666666665
132,2007-05-13,27.245633333333334,3.2195333333333345
